"","x"
"1277",68109.4955444206
"1278",86299.4627286559
"1279",129511.307854187
"1280",121969.91948924
"1281",220083.981860218
"1282",70201.8607754606
"1283",81426.1865092217
"1284",78914.7946410489
"1285",92895.4517652468
"1286",109628.293115231
"1287",186662.828407839
"1288",186662.828407839
"1289",72378.3123031926
"1290",85603.1352413476
"1291",84540.7396281596
"1292",85587.3806515639
"1293",73187.6391928417
"1294",94973.1488839505
"1295",76784.0790795839
"1296",15641.164032939
"1297",59130.6664160959
"1298",59130.6664160959
"1299",59130.6664160959
"1300",56932.2038168921
"1301",79229.0984581157
"1302",79229.0984581157
"1303",79125.6505557758
"1304",17242.3378026739
"1305",17242.3378026739
"1306",72332.2870429781
"1307",72332.2870429781
"1308",73299.3999126623
"1309",75502.72724287
"1310",58183.6814300681
"1311",59349.8137446782
"1312",95251.3443150425
"1313",90290.0742838125
"1314",88947.9203259065
"1315",148062.080072027
"1316",148062.080072027
"1317",148062.080072027
"1318",153745.250151829
"1319",153745.250151829
"1320",153745.250151829
"1321",79511.1311735596
"1322",54628.8584923021
"1323",112815.354312766
"1324",110969.650492898
"1325",130844.140033547
"1326",110387.64151334
"1327",111067.161732385
"1328",298545.613454411
"1329",381701.111357914
"1330",389946.563386421
"1331",421388.360007091
"1332",421388.360007091
"1333",39583.1103031865
"1334",129268.341688536
"1335",268721.677049872
"1336",246590.755723148
"1337",77326.1056161173
"1338",29054.8950710667
"1339",30302.1088348485
"1340",72508.265487197
"1341",100201.587234038
"1342",100201.587234038
"1343",130549.735015791
"1344",57496.9921532567
"1345",57496.9921532567
"1346",67703.7056986681
"1347",76656.9159610654
"1348",68705.5760380334
"1349",14300.2086018924
"1350",14300.2086018924
"1351",99849.4012758702
"1352",117199.038483579
"1353",97612.7900299288
"1354",64593.6551587558
"1355",105991.335877779
"1356",121904.332886541
"1357",60777.7112106843
"1358",74149.2858411709
"1359",74149.2858411709
"1360",95110.3761363786
"1361",96553.1590514503
"1362",103151.187887036
"1363",69060.3773443557
"1364",78713.9585544761
"1365",72248.4542250999
"1366",77956.6659254908
"1367",73906.3568549427
"1368",86533.0208877273
"1369",87897.8971319134
"1370",75356.9859309357
"1371",83539.1576665601
"1372",53075.9618175551
"1373",120671.311105437
"1374",120671.311105437
"1375",118669.12402365
"1376",74930.951292772
"1377",95261.1554064425
"1378",95261.1554064425
"1379",62266.3817854378
"1380",60034.2938301847
"1381",70580.4071543618
"1382",70580.4071543618
"1383",80447.1556917333
"1384",80447.1556917333
"1385",79737.2671004247
"1386",61329.6837044026
"1387",67617.1118264401
"1388",105172.923808041
"1389",111780.922807042
"1390",89334.8085559909
"1391",89213.8265901089
"1392",88975.0692193642
"1393",17240.2167120106
"1394",17240.2167120106
"1395",14968.0072021119
"1396",14968.0072021119
"1397",14968.0072021119
"1398",14963.5684585386
"1399",14994.4242292809
"1400",130770.040102381
"1401",139419.87762941
"1402",130770.040102381
"1403",130770.040102381
"1404",136858.142283837
"1405",114133.212331548
"1406",75655.6765872473
"1407",83472.1827740482
"1408",108018.352191846
"1409",94116.8563956019
"1410",71218.0099898528
"1411",87408.3804477116
"1412",56435.8455283131
"1413",73963.6108869853
"1414",77997.0458615221
"1415",77997.0458615221
"1416",55147.4932889045
"1417",57242.6359324514
"1418",57613.7411756631
"1419",55037.6839168988
"1420",55330.0813536085
"1421",53883.5675420066
"1422",93144.1073580222
"1423",30281.424684003
"1424",33805.9604391668
"1425",21701.2793792843
"1426",37576.9574934731
"1427",20515.5201323475
"1428",20576.5953570637
"1429",32055.9298804234
"1430",35446.7273059063
"1431",56907.1251534793
"1432",20978.3906228865
"1433",25774.6428891339
"1434",48770.5913714836
"1435",64537.2529979447
"1436",25360.9154999834
"1437",25360.9154999834
"1438",31155.7492592919
"1439",31632.3803392379
"1440",33906.3106209281
"1441",92425.335876928
"1442",36804.8115906685
"1443",39204.718602701
"1444",39204.718602701
"1445",55986.4593311938
"1446",55986.4593311938
"1447",55986.4593311938
"1448",80483.068846256
"1449",81916.0984907177
"1450",83222.9135592007
"1451",93096.1519700415
"1452",96839.4920129039
"1453",80579.2998891233
"1454",115339.01940647
"1455",113402.376200643
"1456",113402.376200643
"1457",106312.755104362
"1458",104944.586702312
"1459",104944.586702312
"1460",79420.341434202
"1461",79420.341434202
"1462",31686.2440547296
"1463",23527.2618792389
"1464",23464.4763624036
"1465",51125.473483954
"1466",20336.8513652162
"1467",21239.4870490054
"1468",21239.4870490054
"1469",22991.5483799002
"1470",22991.5483799002
"1471",44989.2155383411
"1472",51867.2788573723
"1473",55183.7415999966
"1474",49249.6225406622
"1475",33047.6720518828
"1476",16449.4119165115
"1477",16449.4119165115
"1478",30756.2344668202
"1479",55707.4849585206
"1480",15956.7177145608
"1481",15956.7177145608
"1482",15471.3131055862
"1483",94725.3919222065
"1484",98479.0040977674
"1485",100829.84676362
"1486",100829.84676362
"1487",100560.769381221
"1488",101147.960159615
"1489",101147.960159615
"1490",101147.960159615
"1491",142001.799473273
"1492",142001.799473273
"1493",19256.8209707805
"1494",46805.3461069
"1495",46805.3461069
"1496",46805.3461069
"1497",49251.2194819562
"1498",84779.9673622408
"1499",39329.4203233358
"1500",35815.0360289562
"1501",78742.1138939741
"1502",78669.8312494549
"1503",105645.999764895
"1504",92651.1709837755
"1505",72004.6795157233
"1506",71748.5201440941
"1507",71748.5201440941
"1508",71748.5201440941
"1509",71748.5201440941
"1510",71748.5201440941
"1511",71748.5201440941
"1512",71748.5201440941
"1513",71748.5201440941
"1514",55385.2502264062
"1515",55385.2502264062
"1516",55385.2502264062
"1517",55385.2502264062
"1518",55385.2502264062
"1519",78852.3543759432
"1520",79070.5084451676
"1521",79070.5084451676
"1522",74338.475314855
"1523",67965.9681253235
"1524",110779.533164956
"1525",141001.042100916
"1526",141001.042100916
"1527",141001.042100916
"1528",141001.042100916
"1529",141001.042100916
"1530",116343.782951026
"1531",116343.782951026
"1532",108420.959528459
"1533",109876.146533669
"1534",110270.008061471
"1535",109876.146533669
"1536",109876.146533669
"1537",109876.146533669
"1538",110459.883008672
"1539",106973.210155463
"1540",54130.1728861038
"1541",54130.1728861038
"1542",54130.1728861038
"1543",54130.1728861038
"1544",54130.1728861038
"1545",54354.5753933282
"1546",54354.5753933282
"1547",54354.5753933282
"1548",54354.5753933282
"1549",54354.5753933282
"1550",54354.5753933282
"1551",54843.5066382358
"1552",92506.0225330254
"1553",72234.4685754012
"1554",72234.4685754012
"1555",76374.2997155571
"1556",85873.2090829084
"1557",86022.2234691318
"1558",86260.2138023569
"1559",87176.8658577443
"1560",92515.4626207702
"1561",92515.4626207702
"1562",92515.4626207702
"1563",92515.4626207702
"1564",50345.2323037423
"1565",49622.4503789779
"1566",49622.4503789779
"1567",49622.4503789779
"1568",47897.6219713528
"1569",47897.6219713528
"1570",57524.0313776697
"1571",76181.6001097541
"1572",77758.7873455935
"1573",80969.0824267107
"1574",76380.126834487
"1575",75097.637574084
"1576",80219.4655297382
"1577",78872.5104082823
"1578",78872.5104082823
"1579",60818.8202659805
"1580",34421.8363214481
"1581",37777.6004880503
"1582",37777.6004880503
"1583",42511.8211238053
"1584",41992.9487453231
"1585",28354.7038995052
"1586",72962.5411983275
"1587",72962.5411983275
"1588",34531.9833682448
"1589",42224.3381658886
"1590",41410.8837949127
"1591",40697.5459203287
"1592",35186.5125278961
"1593",42123.8677570928
"1594",42123.8677570928
"1595",42123.8677570928
"1596",42164.9038045348
"1597",42164.9038045348
"1598",42164.9038045348
"1599",42571.4602931163
"1600",45060.6662352031
"1601",45060.6662352031
"1602",36998.1559816565
"1603",36998.1559816565
"1604",50606.9566908295
"1605",50606.9566908295
"1606",56741.6771800312
"1607",56840.1400916723
"1608",59153.3965170973
"1609",57323.4327404441
"1610",58866.2760882039
"1611",79562.2554883058
"1612",36602.2834124509
"1613",45748.6668598197
"1614",45748.6668598197
"1615",46006.3666959049
"1616",53023.0932113078
"1617",47770.4388218435
"1618",48236.1961160171
"1619",63522.3972174187
"1620",68335.064725623
"1621",81198.2807606599
"1622",79934.6153654093
"1623",79934.6153654093
"1624",79934.6153654093
"1625",39492.3893784463
"1626",80159.2800654235
"1627",114846.084358955
"1628",111175.890786689
"1629",142836.692315938
"1630",77771.0983087306
"1631",80594.209471608
"1632",77626.9006448659
"1633",81897.4296326416
"1634",34373.4829908512
"1635",52631.1396662564
"1636",63838.3156962649
"1637",30224.5872166263
"1638",31658.9384319511
"1639",31527.0921620681
"1640",31527.0921620681
"1641",59830.0764055708
"1642",93086.8301788173
"1643",96690.179542255
"1644",98287.5998764713
"1645",98287.5998764713
"1646",98287.5998764713
"1647",98893.2009701748
"1648",28454.5801194334
"1649",80529.5187997279
"1650",37076.1455586479
"1651",37101.7540015018
"1652",37152.6696454177
"1653",87807.4954338727
"1654",93290.4349459217
"1655",69798.1144077475
"1656",75146.2107464684
"1657",76940.0643705828
"1658",76940.0643705828
"1659",31984.382186816
"1660",31984.382186816
"1661",31984.382186816
"1662",31984.382186816
"1663",33179.9596400928
"1664",33179.9596400928
"1665",79911.1394837662
"1666",98468.2042468568
"1667",98468.2042468568
"1668",98468.2042468568
"1669",99872.4480971467
"1670",96714.6185296132
"1671",97742.2720591475
"1672",159540.477748498
"1673",159540.477748498
"1674",172537.292908452
"1675",54429.6865852271
"1676",30031.4492419078
"1677",30261.9378903292
"1678",29055.726350174
"1679",57818.0575004749
"1680",57818.0575004749
"1681",57818.0575004749
"1682",33261.0643654394
"1683",46163.2236860031
"1684",58724.1909658567
"1685",33286.9898861327
"1686",60991.2121263534
"1687",49907.3014242557
"1688",67340.9733608509
"1689",67220.3453799194
"1690",67220.3453799194
"1691",67039.9363079576
"1692",52728.6544396087
"1693",116672.114670316
"1694",116672.114670316
"1695",116672.114670316
"1696",51444.7032689419
"1697",85302.4222475709
"1698",25837.153331056
"1699",68893.4239824469
"1700",70856.71863162
"1701",43193.2701941157
"1702",43193.2701941157
"1703",98031.6639389718
"1704",100599.425404963
"1705",76894.2181831107
"1706",23322.0525999446
"1707",36740.8802387995
"1708",36186.7575316839
"1709",45102.0684356088
"1710",45933.1098062171
"1711",54972.6372334303
"1712",54569.6029700763
"1713",71138.3857972122
"1714",26770.1210001312
"1715",39126.3558805702
"1716",27669.1963278013
"1717",29995.0123616835
"1718",86794.4393929976
"1719",66487.0872439083
"1720",38937.3715961045
"1721",39418.9398287098
"1722",39418.9398287098
"1723",39418.9398287098
"1724",48627.4541262491
"1725",47164.3479943276
"1726",47359.8729183621
"1727",47359.8729183621
"1728",53925.1045420588
"1729",53925.1045420588
"1730",38688.4843115633
"1731",38960.3269070602
"1732",51328.2161831585
"1733",49420.3179346689
"1734",62988.162760663
"1735",86496.3878461881
"1736",88900.4296940191
"1737",88900.4296940191
"1738",38417.4759665112
"1739",29562.5278127996
"1740",43585.5438843546
"1741",62401.4436161957
"1742",64136.4130297708
"1743",62756.7180719136
"1744",34786.9927754779
"1745",35595.8141465146
"1746",44601.1918841627
"1747",25062.1533116337
"1748",31534.278893224
"1749",41060.8096915686
"1750",59482.1796493723
"1751",38960.7727751691
"1752",45251.785458944
"1753",48140.8371345341
"1754",37882.947481163
"1755",46966.6740005118
"1756",46966.6740005118
"1757",62853.2696143253
"1758",62853.2696143253
"1759",63855.9736169425
"1760",63918.1805533499
"1761",46966.4500464921
"1762",64022.8686214469
"1763",47729.9554208328
"1764",45040.9458528521
"1765",58844.2174947226
"1766",58727.0472267031
"1767",52861.0221050044
"1768",52861.0221050044
"1769",52281.2582125326
"1770",66084.976043352
"1771",67027.5342077732
"1772",40642.198574271
"1773",41776.8890377661
"1774",52243.2792324549
"1775",53440.3854787447
"1776",56823.2842201371
"1777",52041.4879188409
"1778",45583.4797611281
"1779",39877.8928312844
"1780",38677.7858890287
"1781",40719.4030585686
"1782",37825.4392810342
"1783",29346.5724913261
"1784",54248.10383716
"1785",54248.10383716
"1786",77433.7728840612
"1787",77433.7728840612
"1788",77433.7728840612
"1789",37422.3922874982
"1790",45549.6712492828
"1791",45628.7128546493
"1792",44127.1666010424
"1793",34382.6957165387
"1794",37774.8624951989
"1795",40189.0875711011
"1796",36243.7099205492
"1797",37242.5617584511
"1798",37242.5617584511
"1799",53097.984859348
"1800",28731.571192161
"1801",67309.2554825958
"1802",26428.0283179689
"1803",26908.2358216683
"1804",35883.2760934741
"1805",60736.2244826952
"1806",58556.1964462288
"1807",58556.1964462288
"1808",47298.2615829186
"1809",47630.6003245362
"1810",47630.6003245362
"1811",32999.3292856226
"1812",32999.3292856226
"1813",40544.6034408269
"1814",41984.7798302538
"1815",39809.7623710393
"1816",39809.7623710393
"1817",39809.7623710393
"1818",40865.1318100292
"1819",51666.6934904846
"1820",51666.6934904846
"1821",51666.6934904846
"1822",51666.6934904846
"1823",69958.7864713692
"1824",69958.7864713692
"1825",28131.5506971226
"1826",33172.1764057863
"1827",33172.1764057863
"1828",29834.4804840079
"1829",49312.1297470871
"1830",49312.1297470871
"1831",49836.1020788181
"1832",39125.1991698471
"1833",39443.4579760411
"1834",33362.151415845
"1835",42622.1990416324
"1836",38374.9630668218
"1837",36978.5431716334
"1838",46019.6627692147
"1839",51054.0942790023
"1840",50516.0153218679
"1841",52214.1906585987
"1842",61942.9404823083
"1843",61942.9404823083
"1844",61942.9404823083
"1845",34864.4772938333
"1846",57238.4871795939
"1847",57124.5142325586
"1848",57069.3544825683
"1849",77173.1646846175
"1850",77173.1646846175
"1851",77173.1646846175
"1852",76271.8878952676
"1853",69611.9819586547
"1854",67998.7736434738
"1855",67998.7736434738
"1856",44237.9836631157
"1857",44237.9836631157
"1858",53412.260355178
"1859",53674.6727352234
"1860",53292.5886767783
"1861",53292.5886767783
"1862",56382.4261598486
"1863",50370.4454164297
"1864",51265.4023338449
"1865",50205.4210186615
"1866",50558.1867627993
"1867",50558.1867627993
"1868",50928.8739748551
"1869",56939.8598956882
"1870",55892.8865587224
"1871",55892.8865587224
"1872",44398.2102203724
"1873",52385.3182616115
"1874",55138.7109993627
"1875",52327.9972499729
"1876",50821.6967518364
"1877",48921.0543642562
"1878",67590.7427259597
"1879",40596.6817617526
"1880",40596.6817617526
"1881",40764.9797125369
"1882",39907.4154392748
"1883",39907.4154392748
"1884",54173.7598623004
"1885",53825.0177682375
"1886",53825.0177682375
"1887",54398.3430640657
"1888",53228.5384195341
"1889",65786.7931440017
"1890",65786.7931440017
"1891",64262.2308668922
"1892",59802.1243175545
"1893",59417.1497815997
"1894",60050.0405150963
"1895",60050.0405150963
"1896",101485.948419345
"1897",55924.6645407958
"1898",54750.9042661112
"1899",57825.4466785311
"1900",57211.0911266553
"1901",56718.4133258929
"1902",56010.3310221965
"1903",57771.8689775481
"1904",58563.9592128823
"1905",59452.2922280695
"1906",21088.8364178943
"1907",21088.8364178943
"1908",21026.4412876921
"1909",21026.4412876921
"1910",62165.9294304704
"1911",62165.9294304704
"1912",84360.1729826282
"1913",38267.3719689293
"1914",54036.5589900492
"1915",61382.9313815951
"1916",41325.4313361249
"1917",59813.4747128218
"1918",59650.327684203
"1919",56717.8183291792
"1920",52046.6497603812
"1921",49612.0402666627
"1922",49612.0402666627
"1923",49612.0402666627
"1924",49612.0402666627
"1925",49612.0402666627
"1926",49612.0402666627
"1927",60800.1466996128
"1928",60768.727742627
"1929",60768.727742627
"1930",60768.727742627
"1931",60768.727742627
"1932",60847.4216530812
"1933",59437.3258074211
"1934",54484.2694472261
"1935",54484.2694472261
"1936",54484.2694472261
"1937",54484.2694472261
"1938",54484.2694472261
"1939",52132.5901424561
"1940",52132.5901424561
"1941",52157.0071572164
"1942",56194.7576122682
"1943",52815.1669042546
"1944",44676.0311525301
"1945",44676.0311525301
"1946",63502.106266498
"1947",34379.8103269588
"1948",60503.4175909903
"1949",61110.3937153757
"1950",61110.3937153757
"1951",67091.3591691904
"1952",71541.7654104486
"1953",96609.9892950812
"1954",53983.1968789686
"1955",52704.1205988141
"1956",53210.2669878161
"1957",53228.0815572849
"1958",53210.2669878161
"1959",44259.2518429311
"1960",44053.2047533372
"1961",45842.8284629588
"1962",80153.3939513537
"1963",79152.7453698771
"1964",31050.8334142343
"1965",49160.8390176973
"1966",40567.9646420023
"1967",44802.8796707447
"1968",39551.4135084635
"1969",27940.5937671641
"1970",27761.812444322
"1971",27761.812444322
"1972",33934.0335383457
"1973",51381.4528585403
"1974",52164.2698193477
"1975",26185.9280336929
"1976",45627.2333709631
"1977",52751.8916734934
"1978",35410.6761074628
"1979",35410.6761074628
"1980",65309.6438078706
"1981",64550.2408314952
"1982",61332.1987633708
"1983",23898.8563209387
"1984",82070.0638011364
"1985",84875.5079311366
"1986",43181.861430554
"1987",26318.6442817624
"1988",37513.7598402741
"1989",33002.633865417
"1990",34881.0726711716
"1991",84383.5073270047
"1992",40080.0412990773
"1993",54821.8575349863
"1994",54821.8575349863
"1995",53999.364769567
"1996",53999.364769567
"1997",58333.4703190313
"1998",32812.7032763744
"1999",30509.6417218694
"2000",74121.1469024943
"2001",62854.0488592919
"2002",19474.7673329242
"2003",21786.1742314061
"2004",27332.9954633193
"2005",27712.6905279826
"2006",43570.0839209359
"2007",41886.4772487056
"2008",63486.6652605148
"2009",48921.660879806
"2010",61702.5658721983
"2011",40305.8100652953
"2012",45153.9715748442
"2013",50037.7876734486
"2014",61507.9815055661
"2015",49062.6694976538
"2016",43914.6142108363
"2017",69890.967263034
"2018",43681.3348781538
"2019",46192.9499123453
"2020",52177.5043926126
"2021",49120.723178422
"2022",51154.2482385851
"2023",29855.0871187332
"2024",44405.7476351427
"2025",26885.4578841817
"2026",26885.4578841817
"2027",27172.1692664007
"2028",27414.5233520343
"2029",26845.130845045
"2030",33202.7819986228
"2031",38754.0675116166
"2032",39481.3933493519
"2033",35075.8164301375
"2034",60410.9942642807
"2035",11599.4521789236
"2036",18071.3486479565
"2037",19174.2287340915
"2038",33500.0105594315
"2039",44540.1534130168
"2040",48751.1535392079
"2041",48320.4525849204
"2042",37744.0737460244
"2043",37744.0737460244
"2044",37744.0737460244
"2045",61354.8389358765
"2046",60755.5737049984
"2047",61837.5252056509
"2048",32667.7327793049
"2049",50533.8917157201
"2050",60453.4695384409
"2051",21481.2045386221
"2052",26610.4495407792
"2053",33017.1779483278
"2054",51490.9399601309
"2055",30446.8004107948
"2056",57596.381252104
"2057",29299.508028509
"2058",48223.0874354623
"2059",33603.4261132986
"2060",11484.690213282
"2061",40651.6182049839
"2062",40399.0930500441
"2063",41083.5671653868
"2064",40974.7119186036
"2065",40828.358772166
"2066",41045.2666541922
"2067",45587.4793416221
"2068",45142.2171291116
"2069",45142.2171291116
"2070",45142.2171291116
"2071",33494.7714807991
"2072",36661.4980437832
"2073",36661.4980437832
"2074",37051.0494728794
"2075",37051.0494728794
"2076",16504.9918724147
"2077",39188.6448294106
"2078",43064.2840793387
"2079",46322.2941462608
"2080",40185.2167001651
"2081",33283.9742527457
"2082",48931.8327994118
"2083",33073.7466570797
"2084",31753.1878960902
"2085",36656.0442013487
"2086",34703.1269385695
"2087",35982.3110778019
"2088",35982.3110778019
"2089",45149.4072141572
"2090",50226.3487734279
"2091",46489.6265532292
"2092",46983.6080168434
"2093",52573.8003629791
"2094",23703.6490819383
"2095",35809.639806479
"2096",48312.7575079535
"2097",32202.8531017594
"2098",32334.1024035528
"2099",33193.5688667287
"2100",33370.8703107315
"2101",33509.2128758244
"2102",34437.6955215882
"2103",34437.6955215882
"2104",75352.3866458854
"2105",75352.3866458854
"2106",75816.6719455902
"2107",24050.9717307172
"2108",24456.2935831128
"2109",35852.9349377589
"2110",41004.4599516766
"2111",40391.0801087017
"2112",39844.8959971248
"2113",34613.5209739969
"2114",31116.2567680882
"2115",37992.646081642
"2116",24331.2049844045
"2117",19473.2815827679
"2118",21218.2495983921
"2119",29003.678786422
"2120",46419.2300607919
"2121",46898.8647685166
"2122",66572.3609264349
"2123",66572.3609264349
"2124",67254.9075669913
"2125",67254.9075669913
"2126",46332.4558285847
"2127",46658.0083869832
"2128",59555.4020295328
"2129",50451.5490598441
"2130",37357.9582074205
"2131",57156.5563867578
"2132",57846.1303680921
"2133",70059.7366983199
"2134",70990.5066109036
"2135",70990.5066109036
"2136",88640.6985001348
"2137",86195.0851944581
"2138",45122.2458966208
"2139",46155.5640270822
"2140",36644.7195824002
"2141",37999.8570554192
"2142",39004.7529955841
"2143",50985.8293218347
"2144",53548.4378520449
"2145",55548.5442442896
"2146",57907.0661119529
"2147",51578.8648392326
"2148",47258.899439972
"2149",66829.7310142137
"2150",54068.3128157696
"2151",53462.4067750553
"2152",46216.5683723912
"2153",46396.3487182585
"2154",49575.4802319713
"2155",59188.21362685
"2156",51607.5994724878
"2157",87898.4839156407
"2158",55591.2056700168
"2159",45699.0000343579
"2160",52537.9637100325
"2161",52537.9637100325
"2162",57005.8207992908
"2163",39865.7249209553
"2164",35036.13267107
"2165",41306.0062787167
"2166",52192.0364368923
"2167",68757.292937192
"2168",68757.292937192
"2169",71380.1125831683
"2170",71380.1125831683
"2171",83970.0002594647
"2172",82560.0703733549
"2173",82560.0703733549
"2174",82560.0703733549
"2175",65510.0071531714
"2176",48423.1400182869
"2177",70265.0897604602
"2178",55600.0600312329
"2179",51403.6551849427
"2180",55269.3799989929
"2181",55269.3799989929
"2182",66755.0130688913
"2183",66755.0130688913
"2184",68308.8065052231
"2185",75794.1886075745
"2186",75794.1886075745
"2187",75794.1886075745
"2188",81814.9938794786
"2189",43730.4353031319
"2190",93659.1361289861
"2191",64429.8804455664
"2192",88947.3265364587
"2193",88947.3265364587
"2194",123370.242330052
"2195",48442.770455846
"2196",40935.5759369552
"2197",41353.7775641857
"2198",90546.5209666262
"2199",91787.2729044617
"2200",109392.056619748
"2201",109392.056619748
"2202",105113.061323236
"2203",33990.5846877239
"2204",59149.9554196155
"2205",44746.515046046
"2206",44447.0143549397
"2207",52730.8167803745
"2208",51525.2270704272
"2209",80226.427627034
"2210",30544.1985401888
"2211",30544.1985401888
"2212",30278.305953981
"2213",31625.2014106758
"2214",33759.9210344491
"2215",34702.4650352648
"2216",34702.4650352648
"2217",33540.8011483745
"2218",21018.3216431574
"2219",37954.3313122472
"2220",93663.0663051993
"2221",96261.2463672572
"2222",115834.84347682
"2223",74273.0683029158
"2224",75338.0156892854
"2225",29667.8467567736
"2226",26491.7949541911
"2227",21842.3025260416
"2228",21842.3025260416
"2229",21842.3025260416
"2230",33833.1495826706
"2231",42132.867347295
"2232",47574.1262749686
"2233",34426.6622612346
"2234",68180.0724304023
"2235",42170.2522846378
"2236",49329.8153373325
"2237",26067.9481812811
"2238",45389.228144235
"2239",50208.2459957506
"2240",31539.9031264729
"2241",63796.1999690144
"2242",64455.385218016
"2243",71626.0077599314
"2244",34927.9748189957
"2245",42035.2202214877
"2246",41942.359080747
"2247",41942.359080747
"2248",22189.4004163389
"2249",61185.2703161158
"2250",85777.8543025808
"2251",82550.4652110593
"2252",82693.7925566698
"2253",46990.6432519726
"2254",47185.4480641431
"2255",47476.1821851354
"2256",47501.8610816675
"2257",40887.3519040279
"2258",51667.43259375
"2259",32656.5502720825
"2260",51067.9725238122
"2261",42609.2343986033
"2262",42139.57811426
"2263",42487.3810653319
"2264",54805.7569828906
"2265",65803.0445973068
"2266",29046.8051966234
"2267",34268.1550899751
"2268",61752.8981399033
"2269",54264.1440653384
"2270",54645.4282130023
"2271",74924.5201936311
"2272",50619.6996093791
"2273",48682.2071380356
"2274",70516.2219284649
"2275",89013.4311506508
"2276",92506.1989744292
"2277",36574.5431369153
"2278",38147.3109656816
"2279",43921.2317872645
"2280",50156.0813901332
"2281",52069.3381519344
"2282",56073.6108288351
"2283",68192.1024846349
"2284",47202.9111202046
"2285",182618.27288185
"2286",54058.4650724875
"2287",53950.8241672136
"2288",55779.4119101841
"2289",52042.4805409156
"2290",53496.8332183949
"2291",32483.9734141106
"2292",46021.4183135162
"2293",52895.0612942617
"2294",37992.7547796298
"2295",38452.7376644359
"2296",49203.8030023586
"2297",56937.0362574403
"2298",57364.9953937788
"2299",58542.7955301524
"2300",59164.849479907
"2301",74230.4394857231
"2302",74230.4394857231
"2303",65133.4310172915
"2304",50563.9730191892
"2305",69003.6942050673
"2306",66047.4246838353
"2307",45515.2367073098
"2308",51359.7499242008
"2309",51359.7499242008
"2310",62658.4623902362
"2311",62658.4623902362
"2312",39260.9913037103
"2313",73260.334127546
"2314",34744.4546876495
"2315",35569.8882268826
"2316",47030.8135496756
"2317",48782.8718900941
"2318",64996.3610269838
"2319",40222.4845186104
"2320",47247.5883245566
"2321",55752.129348155
"2322",40753.5904851883
"2323",46701.4572318287
"2324",86901.2830808805
"2325",102815.399570967
"2326",41369.8714135381
"2327",48129.3149329705
"2328",33150.8293468525
"2329",42386.9719525922
"2330",42764.1327108843
"2331",42764.1327108843
"2332",152564.071483926
"2333",38349.7924402314
"2334",47944.1912233476
"2335",48391.2863654309
"2336",48218.4427580417
"2337",76915.7808258816
"2338",44337.9569422983
"2339",48533.5432983979
"2340",49848.7935131916
"2341",49848.7935131916
"2342",31201.837593386
"2343",33149.1537891888
"2344",42617.2403111306
"2345",46741.4248928063
"2346",50820.3881503177
"2347",61548.4105498488
"2348",30469.5734071481
"2349",32529.5756952307
"2350",52409.353828128
"2351",54497.7807868504
"2352",57286.5984249792
"2353",40652.0834284964
"2354",41622.5101002023
"2355",49909.8716372608
"2356",50440.1953517769
"2357",50195.3673051121
"2358",51526.0624280558
"2359",52348.0624505326
"2360",51526.0624280558
"2361",52348.0624505326
"2362",52348.0624505326
"2363",47815.9723919327
"2364",34523.8171321092
"2365",48469.4343985597
"2366",52821.7655857704
"2367",49310.0605711888
"2368",54624.8470828642
"2369",42517.1325141633
"2370",35932.0741101606
"2371",44673.3470310053
"2372",49461.7633541536
"2373",46365.4745850174
"2374",31782.8480135433
"2375",30304.9410048009
"2376",40573.4201050456
"2377",44453.6697654111
"2378",42100.8552310235
"2379",43057.5081776906
"2380",46794.9914553412
"2381",46794.9914553412
"2382",33027.2870263018
"2383",38160.8467677499
"2384",53350.3048901862
"2385",53917.1853675707
"2386",42590.1400719495
"2387",45691.5045515538
"2388",55310.6138013801
"2389",37997.3928501581
"2390",54974.5770293666
"2391",41615.8419888203
"2392",53826.5064033964
"2393",53826.5064033964
"2394",52499.5979794245
"2395",61990.3945834866
"2396",46473.7569877497
"2397",31811.8683894498
"2398",33433.2736462774
"2399",37182.0185522349
"2400",37365.1556203626
"2401",47560.0182280919
"2402",51170.3984545801
"2403",51198.0754771826
"2404",42536.3158067304
"2405",57226.2064503154
"2406",42459.836993059
"2407",44430.189513672
"2408",61962.3195854782
"2409",61393.3522659358
"2410",32590.4679760097
"2411",31787.0311358492
"2412",18915.7229326606
"2413",26280.8466308714
"2414",27577.2310816284
"2415",37753.649777876
"2416",29811.2723751646
"2417",31313.7134195012
"2418",28203.9998548743
"2419",36567.8816249739
"2420",37143.0335145382
"2421",30462.7455306326
"2422",23726.0617825762
"2423",32308.9498500055
"2424",18569.5066119266
"2425",36660.5190892393
"2426",37050.060116329
"2427",45739.8982052245
"2428",41550.7253565134
"2429",47391.8159732806
"2430",48802.8343283837
"2431",53334.5856524108
"2432",54344.5718574089
"2433",55600.3251536112
"2434",59269.1564411468
"2435",56274.3436978194
"2436",40052.4153740708
"2437",48709.9319312093
"2438",73184.6379759926
"2439",73184.6379759926
"2440",84785.4655089804
"2441",38714.6525730724
"2442",76455.8469366807
"2443",76303.6084932342
"2444",38270.9486078239
"2445",17752.8573215889
"2446",28510.6176241243
"2447",31063.480476376
"2448",27818.2365297557
"2449",83422.126069949
"2450",83065.7556401633
"2451",50111.2822942543
"2452",56447.7951476714
"2453",60790.6381429256
"2454",36532.1185547718
"2455",36594.6047533278
"2456",38180.9410031111
"2457",39210.9255905154
